app,number_of_participants,camera,microphone,duration_in_minutes,joules
Zoom,5,True,True,3.0,971.02332
Zoom,5,True,True,3.0,960.7089600000002
Zoom,5,True,False,3.0,987.8572800000001
Zoom,5,True,False,3.0,1002.91608
Zoom,5,True,False,3.0,1153.50408
Zoom,5,True,False,3.0,996.89256
Zoom,5,True,False,3.0,1242.351
Zoom,5,True,False,3.0,1002.91608
Zoom,5,True,False,3.0,1011.9513600000002
Zoom,5,True,False,3.0,1209.2216399999998
Zoom,5,True,False,3.0,986.3514000000001
Zoom,5,True,False,3.0,1182.1157999999998
Zoom,5,True,False,3.0,1097.78652
Zoom,5,True,False,3.0,1039.0572000000002
Zoom,5,True,False,3.0,1231.80984
Zoom,5,True,False,3.0,987.8572800000001
Zoom,5,True,False,3.0,1242.351
Zoom,5,True,False,3.0,1141.4570399999998
Zoom,5,True,False,3.0,987.8572800000001
Zoom,5,True,False,3.0,983.3396399999998
Zoom,5,True,False,3.0,984.8455200000002
Zoom,5,True,False,3.0,1004.4219600000001
Zoom,5,False,False,3.0,420.05952
Zoom,5,False,False,3.0,414.30528
Zoom,5,False,False,3.0,424.3752
Zoom,5,False,False,3.0,422.93664
Zoom,5,False,False,3.0,431.568
Zoom,5,False,False,3.0,420.05952
Zoom,5,False,False,3.0,408.55103999999994
Zoom,5,False,False,3.0,425.81376
Zoom,5,False,False,3.0,417.18240000000003
Zoom,5,False,False,3.0,417.18240000000003
Zoom,5,False,False,3.0,411.42816
Zoom,5,False,False,3.0,434.44512
Zoom,5,False,False,3.0,428.69088
Zoom,5,False,False,3.0,434.44512
Zoom,5,False,False,3.0,420.05952
Zoom,5,False,False,3.0,418.62096
Zoom,5,False,False,3.0,418.62096
Zoom,5,False,False,3.0,408.55103999999994
Zoom,5,False,False,3.0,401.35823999999997
Zoom,5,False,False,3.0,399.91968
Zoom,5,False,True,3.0,414.9144
Zoom,5,False,True,3.0,417.82608000000005
Zoom,5,False,True,3.0,423.64944
Zoom,5,False,True,3.0,410.54688
Zoom,5,False,True,3.0,416.37024
Zoom,5,False,True,3.0,423.64944
Zoom,5,False,True,3.0,419.28191999999996
Zoom,5,False,True,3.0,417.82608000000005
Zoom,5,False,True,3.0,426.56112
Zoom,5,False,True,3.0,416.37024
Zoom,5,False,True,3.0,414.9144
Zoom,5,False,True,3.0,420.73776
Zoom,5,False,True,3.0,419.28191999999996
Zoom,5,False,True,3.0,422.1936
Zoom,5,False,True,3.0,416.37024
Zoom,5,False,True,3.0,426.56112
Zoom,5,False,True,3.0,419.28191999999996
Zoom,5,False,True,3.0,387.25344
Zoom,5,False,True,3.0,412.00272
Zoom,5,False,True,3.0,403.26768
